,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,id,description,steam_appid
5,,,,,,25,Steam Leaderboards,1868150
6,,,,,,17,Includes level editor,1868150
0,,,,,,2,Single-player,1868190
1,,,,,,21,Downloadable Content,1868190
0,,,,,,2,Single-player,1868200
1,,,,,,21,Downloadable Content,1868200
2,,,,,,22,Steam Achievements,1868200
3,,,,,,28,Full controller support,1868200
4,,,,,,23,Steam Cloud,1868200
0,,,,,,2,Single-player,1868210
1,,,,,,22,Steam Achievements,1868210
0,,,,,,2,Single-player,1868230
1,,,,,,10,Game demo,1868230
2,,,,,,22,Steam Achievements,1868230
0,,,,,,2,Single-player,1867450
1,,,,,,22,Steam Achievements,1867450
2,,,,,,28,Full controller support,1867450
0,,,,,,2,Single-player,1867470
0,,,,,,2,Single-player,1867480
1,,,,,,22,Steam Achievements,1867480
2,,,,,,23,Steam Cloud,1867480
0,,,,,,2,Single-player,1867490
0,,,,,,2,Single-player,1867500
1,,,,,,28,Full controller support,1867500
0,,,,,,2,Single-player,1867510
1,,,,,,28,Full controller support,1867510
0,,,,,,2,Single-player,1867540
0,,,,,,2,Single-player,1867560
1,,,,,,22,Steam Achievements,1867560
0,,,,,,2,Single-player,1867580
1,,,,,,1,Multi-player,1867580
2,,,,,,9,Co-op,1867580
3,,,,,,38,Online Co-op,1867580
4,,,,,,27,Cross-Platform Multiplayer,1867580
5,,,,,,22,Steam Achievements,1867580
0,,,,,,2,Single-player,1867590
1,,,,,,22,Steam Achievements,1867590
2,,,,,,18,Partial Controller Support,1867590
3,,,,,,23,Steam Cloud,1867590
0,,,,,,2,Single-player,1867610
1,,,,,,22,Steam Achievements,1867610
0,,,,,,2,Single-player,1867630
1,,,,,,21,Downloadable Content,1867630
0,,,,,,2,Single-player,1867650
0,,,,,,2,Single-player,1867670
1,,,,,,28,Full controller support,1867670
0,,,,,,2,Single-player,1867680
1,,,,,,21,Downloadable Content,1867680
2,,,,,,22,Steam Achievements,1867680
3,,,,,,28,Full controller support,1867680
4,,,,,,29,Steam Trading Cards,1867680
5,,,,,,23,Steam Cloud,1867680
0,,,,,,2,Single-player,1867690
1,,,,,,21,Downloadable Content,1867690
2,,,,,,22,Steam Achievements,1867690
3,,,,,,28,Full controller support,1867690
4,,,,,,29,Steam Trading Cards,1867690
5,,,,,,23,Steam Cloud,1867690
